medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
DCE5517544F6271015F05CFA596F8980,2EB8023A9E74700D8E4E758254128A3E,VTS,1,,2013-01-13 09:27:00,2013-01-13 09:35:00,5,480,2.06,-73.982101,40.777378,-73.981247,40.764076
AC354C8F61774C6F08536819DC5A40A0,396E000650D6B780F69504A0717F42C8,VTS,1,,2013-01-13 07:37:00,2013-01-13 07:53:00,1,960,8.65,-73.989136,40.747871,-73.935699,40.850094
EE6A914BE954F4B0F667EF41E212C60E,EA4A113DFD27506B4A3E1F885C810172,VTS,1,,2013-01-13 07:41:00,2013-01-13 07:56:00,1,900,9.22,-73.870895,40.77375,-73.957924,40.764542
238C36A3495D99988A54CE3F76BEA68C,68117DB163F03572FB1C75C558AE32B1,VTS,1,,2013-01-13 07:34:00,2013-01-13 07:52:00,1,1080,9.97,-73.978706,40.764042,-73.862511,40.767239
09D55C8D44BFE1835210343816476457,CF2A099B4332362CC0F2B7BA22D6E941,VTS,1,,2013-01-13 07:44:00,2013-01-13 07:54:00,3,600,3.16,-74.003517,40.732449,-73.974121,40.751484
7D8BB524AC8B84010BB06F529D12B340,57C3A176973632F99885ADCE308F8371,VTS,1,,2013-01-13 07:47:00,2013-01-13 07:54:00,1,420,2.13,-73.977837,40.778698,-73.999329,40.759434
16586DE4A6979201C5E529E782219D53,CCAA5A6C6F26D3540B191590A45239AB,VTS,1,,2013-01-13 07:43:00,2013-01-13 07:56:00,3,780,3.77,-74.000504,40.721073,-74.000061,40.758682
8064E1291750DCDA7C002CE0890CDD63,4B94DD68B536D465BF78682D3A85A589,VTS,1,,2013-01-13 07:48:00,2013-01-13 07:54:00,4,360,2.22,0,0,0,0
1CF2978577EAB95B50E142540CDCD304,41B04E84A85BB5BA6CE472138E780B37,VTS,1,,2013-01-13 08:03:00,2013-01-13 08:07:00,1,240,1.31,-73.941887,40.723507,-73.961929,40.719574
0B84045AE4809A95A32F796400C8B403,78D9DB47F786DFE1766F6800D54200E7,VTS,1,,2013-01-13 07:43:00,2013-01-13 07:54:00,5,660,3.30,-73.952507,40.780952,-73.986275,40.756859
1FB2BF12B504498BC8B7B860294CD372,03F886D7C302270F11E2BF846D0A9D4C,VTS,1,,2013-01-13 07:52:00,2013-01-13 07:56:00,5,240,.70,-73.99337,40.762897,-74.001831,40.7616
